slice,kind,label,n,residual,ci_lo,ci_hi,p,fdr
"GLOBAL (all modes, all maps)",pair,"Sirius + Meeple",80,-0.023407,-0.133172,0.081090,0.66449,false
"GLOBAL (all modes, all maps)",pair,"Emz + Jessie",112,0.018658,-0.066215,0.101422,0.66630,false
"GLOBAL (all modes, all maps)",pair,"Damian + Pierce",344,-0.011646,-0.062601,0.040937,0.66635,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Nani",68,-0.026088,-0.138810,0.094405,0.66808,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Piper",316,-0.012113,-0.068364,0.042294,0.66978,false
"GLOBAL (all modes, all maps)",pair,"Mina + Crow",327,0.011888,-0.039356,0.069302,0.66996,false
"GLOBAL (all modes, all maps)",pair,"Belle + Gene",124,-0.018978,-0.106319,0.067920,0.67006,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Mortis",131,0.019140,-0.067901,0.110550,0.67148,false
"GLOBAL (all modes, all maps)",pair,"Fang + Max",143,0.017151,-0.060055,0.098921,0.67206,false
"GLOBAL (all modes, all maps)",pair,"Berry + Otis",107,-0.019358,-0.104554,0.072384,0.67271,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Chuck",152,0.016772,-0.062588,0.094731,0.67311,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Kit",104,-0.019895,-0.112019,0.072609,0.67352,false
"GLOBAL (all modes, all maps)",pair,"Lou + Mortis",99,-0.021122,-0.117909,0.079895,0.67371,false
"GLOBAL (all modes, all maps)",pair,"Chester + Tick",61,0.027023,-0.100554,0.149098,0.67402,false
"GLOBAL (all modes, all maps)",pair,"Gigi + Meg",67,0.025342,-0.092982,0.135740,0.67461,false
"GLOBAL (all modes, all maps)",pair,"Damian + Fang",63,0.026111,-0.095650,0.154472,0.67587,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Griff",1062,0.006308,-0.023237,0.036782,0.67603,false
"GLOBAL (all modes, all maps)",pair,"Damian + Bo",336,0.011310,-0.041488,0.065105,0.67640,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Emz",60,0.025759,-0.099696,0.149055,0.67650,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Piper",190,0.014830,-0.053380,0.088983,0.67718,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Piper",228,0.013850,-0.048445,0.080693,0.67745,false
"GLOBAL (all modes, all maps)",pair,"Tick + Brock",338,-0.011439,-0.068273,0.040376,0.67745,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Griff",196,0.015356,-0.056378,0.089454,0.67832,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Fang",82,-0.022756,-0.129075,0.088506,0.68029,false
"GLOBAL (all modes, all maps)",pair,"Meg + Bull",190,0.014879,-0.054817,0.087509,0.68092,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Brock",1012,-0.006276,-0.038178,0.024817,0.68092,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Spike",70,-0.024123,-0.143423,0.089038,0.68233,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Ruffs",359,-0.010655,-0.058855,0.040950,0.68309,false
"GLOBAL (all modes, all maps)",pair,"Janet + Griff",91,-0.021839,-0.128145,0.084009,0.68520,false
"GLOBAL (all modes, all maps)",pair,"Shade + Bo",81,0.021909,-0.084418,0.128210,0.68548,false
"GLOBAL (all modes, all maps)",pair,"Angelo + 8-Bit",147,0.016394,-0.063597,0.094749,0.68643,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Crow",944,0.006511,-0.025237,0.039932,0.68712,false
"GLOBAL (all modes, all maps)",pair,"Moe + Brock",60,-0.025527,-0.156732,0.092019,0.68862,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Rico",434,0.009809,-0.037883,0.057688,0.68863,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Sprout",141,0.016290,-0.064531,0.093203,0.68971,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Damian",82,-0.021273,-0.125935,0.085939,0.68977,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Crow",207,0.013460,-0.050123,0.083096,0.69035,false
"GLOBAL (all modes, all maps)",pair,"Fang + Tara",90,-0.021018,-0.120851,0.090041,0.69195,false
"GLOBAL (all modes, all maps)",pair,"Otis + 8-Bit",383,0.009878,-0.039464,0.060697,0.69357,false
"GLOBAL (all modes, all maps)",pair,"Shade + Mortis",88,-0.021206,-0.131446,0.085497,0.69403,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Max",250,-0.012447,-0.073136,0.048741,0.69491,false
"GLOBAL (all modes, all maps)",pair,"Nita + Jessie",65,0.023968,-0.101306,0.149466,0.69806,false
"GLOBAL (all modes, all maps)",pair,"Berry + Jessie",65,0.023701,-0.096247,0.145944,0.69960,false
"GLOBAL (all modes, all maps)",pair,"Fang + Byron",159,0.014932,-0.064479,0.093711,0.69967,false
"GLOBAL (all modes, all maps)",pair,"Lily + Rico",106,0.018246,-0.072645,0.117059,0.69993,false
"GLOBAL (all modes, all maps)",pair,"Najia + Pearl",62,-0.024210,-0.145579,0.104572,0.70273,false
"GLOBAL (all modes, all maps)",pair,"Meg + Gale",76,0.021486,-0.094664,0.131268,0.70276,false
"GLOBAL (all modes, all maps)",pair,"Damian + Bull",63,0.023472,-0.101227,0.150852,0.70824,false
"GLOBAL (all modes, all maps)",pair,"Damian + Spike",115,0.017660,-0.076017,0.111671,0.70849,false
"GLOBAL (all modes, all maps)",pair,"Griff + Leon",326,-0.010439,-0.066390,0.042311,0.70887,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Bull",237,0.012324,-0.049748,0.077797,0.70901,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Otis",71,0.022385,-0.091758,0.145057,0.70913,false
"GLOBAL (all modes, all maps)",pair,"Otis + Stu",274,0.011327,-0.047157,0.070883,0.71009,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Brock",856,0.006368,-0.027444,0.040591,0.71089,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Lily",94,0.019738,-0.087009,0.120321,0.71117,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Squeak",126,0.016265,-0.072812,0.097748,0.71125,false
"GLOBAL (all modes, all maps)",pair,"Belle + Colt",117,-0.017322,-0.105643,0.074040,0.71134,false
"GLOBAL (all modes, all maps)",pair,"Meg + Stu",803,0.006556,-0.027705,0.040448,0.71142,false
"GLOBAL (all modes, all maps)",pair,"Gray + Meg",97,-0.018724,-0.121781,0.075034,0.71205,false
"GLOBAL (all modes, all maps)",pair,"Grom + Crow",61,-0.023174,-0.148919,0.097294,0.71218,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Surge",378,0.009314,-0.038902,0.059674,0.71222,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Penny",225,0.011972,-0.050666,0.075889,0.71345,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Kenji",103,-0.017668,-0.110945,0.073345,0.71512,false
"GLOBAL (all modes, all maps)",pair,"Najia + Tick",106,0.017284,-0.078846,0.112866,0.71612,false
"GLOBAL (all modes, all maps)",pair,"Colette + Leon",74,0.021725,-0.096965,0.139124,0.71622,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Chester",234,0.011872,-0.050624,0.076506,0.71622,false
"GLOBAL (all modes, all maps)",pair,"Gene + Crow",162,-0.014630,-0.090547,0.065605,0.71635,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Jessie",69,-0.021353,-0.135622,0.092820,0.71659,false
"GLOBAL (all modes, all maps)",pair,"Nani + Mortis",114,-0.017288,-0.109712,0.074672,0.71708,false
"GLOBAL (all modes, all maps)",pair,"Nani + Piper",397,-0.008976,-0.059192,0.039748,0.71774,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Brock",412,0.008708,-0.036160,0.058902,0.71903,false
"GLOBAL (all modes, all maps)",pair,"Charlie + Griff",118,-0.016514,-0.105782,0.075771,0.72005,false
"GLOBAL (all modes, all maps)",pair,"Buzz + 8-Bit",61,0.022209,-0.096647,0.144107,0.72053,false
"GLOBAL (all modes, all maps)",pair,"Gus + 8-Bit",124,0.016061,-0.074410,0.095907,0.72201,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Meeple",273,0.010458,-0.050576,0.069507,0.72318,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Gus",96,-0.017964,-0.120181,0.078886,0.72348,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Spike",190,0.012869,-0.057153,0.087415,0.72413,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Tara",157,-0.014128,-0.089659,0.065810,0.72437,false
"GLOBAL (all modes, all maps)",pair,"Chester + Stu",301,-0.010018,-0.065065,0.047567,0.72475,false
"GLOBAL (all modes, all maps)",pair,"Gray + Max",170,-0.012831,-0.086767,0.055450,0.72566,false
"GLOBAL (all modes, all maps)",pair,"Amber + Crow",131,0.015925,-0.070284,0.107175,0.72588,false
"GLOBAL (all modes, all maps)",pair,"Lily + Griff",164,-0.013100,-0.081126,0.060389,0.72642,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Emz",206,-0.011865,-0.074683,0.056191,0.72740,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Edgar",577,-0.007407,-0.048356,0.033939,0.72741,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Carl",66,-0.021497,-0.149323,0.096206,0.72772,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Mortis",133,0.015267,-0.069688,0.100673,0.72815,false
"GLOBAL (all modes, all maps)",pair,"Najia + Colette",60,-0.022343,-0.144756,0.108826,0.72819,false
"GLOBAL (all modes, all maps)",pair,"Tara + Nita",66,-0.021817,-0.140456,0.108036,0.72830,false
"GLOBAL (all modes, all maps)",pair,"Penny + Crow",379,-0.008739,-0.057656,0.040166,0.72881,false
"GLOBAL (all modes, all maps)",pair,"Mico + Penny",97,0.018019,-0.085532,0.121932,0.72915,false
"GLOBAL (all modes, all maps)",pair,"Gus + Belle",80,-0.018683,-0.125934,0.083384,0.72917,false
"GLOBAL (all modes, all maps)",pair,"Doug + Rico",62,0.022645,-0.104874,0.150087,0.72941,false
"GLOBAL (all modes, all maps)",pair,"Colette + Spike",101,0.017475,-0.076539,0.124332,0.73064,false
"GLOBAL (all modes, all maps)",pair,"Damian + Carl",127,0.015267,-0.069278,0.104579,0.73461,false
"GLOBAL (all modes, all maps)",pair,"Surge + Tara",423,0.007992,-0.039703,0.051827,0.73497,false
"GLOBAL (all modes, all maps)",pair,"Najia + Mortis",128,0.015046,-0.071949,0.101239,0.73608,false
"GLOBAL (all modes, all maps)",pair,"Mina + Leon",114,0.015394,-0.074658,0.109185,0.73920,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Bull",241,0.010592,-0.052598,0.073277,0.73971,false
"GLOBAL (all modes, all maps)",pair,"Stu + Mortis",370,0.008352,-0.042207,0.058493,0.74209,false
"GLOBAL (all modes, all maps)",pair,"Najia + Pierce",163,-0.012857,-0.088262,0.065164,0.74220,false
"GLOBAL (all modes, all maps)",pair,"Colette + Jessie",78,0.018392,-0.088531,0.123212,0.74232,false
"GLOBAL (all modes, all maps)",pair,"Najia + Spike",97,0.016563,-0.080241,0.112857,0.74298,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + 8-Bit",351,0.008655,-0.042269,0.062375,0.74388,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Pearl",94,0.016536,-0.080390,0.120543,0.74615,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Gale",65,0.019917,-0.098643,0.146606,0.74649,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Penny",236,0.010169,-0.049360,0.073950,0.74660,false
"GLOBAL (all modes, all maps)",pair,"Fang + Bibi",62,0.019624,-0.100373,0.141463,0.74764,false
"GLOBAL (all modes, all maps)",pair,"Belle + Nani",113,-0.015355,-0.110744,0.074336,0.74895,false
"GLOBAL (all modes, all maps)",pair,"Brock + Colt",910,-0.005108,-0.036450,0.026506,0.74938,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Melodie",209,0.010895,-0.055762,0.078182,0.75072,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Piper",112,0.014932,-0.075607,0.107669,0.75141,false
"GLOBAL (all modes, all maps)",pair,"Chester + Piper",64,-0.020289,-0.146390,0.107760,0.75230,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Max",64,0.020090,-0.107397,0.140801,0.75316,false
"GLOBAL (all modes, all maps)",pair,"Mina + Piper",264,-0.009505,-0.070405,0.050896,0.75401,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + 8-Bit",99,0.015583,-0.083890,0.110738,0.75407,false
"GLOBAL (all modes, all maps)",pair,"Stu + 8-Bit",535,0.006857,-0.035586,0.052482,0.75510,false
"GLOBAL (all modes, all maps)",pair,"Damian + Gray",70,-0.018855,-0.140117,0.094650,0.75532,false
"GLOBAL (all modes, all maps)",pair,"Emz + Nita",148,0.012739,-0.064481,0.096168,0.75549,false
"GLOBAL (all modes, all maps)",pair,"Emz + Dynamike",131,-0.013079,-0.093057,0.071159,0.75771,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Bull",89,0.016347,-0.081463,0.119665,0.75856,false
"GLOBAL (all modes, all maps)",pair,"Surge + Crow",1072,0.004818,-0.026018,0.035391,0.75905,false
"GLOBAL (all modes, all maps)",pair,"Fang + Edgar",159,-0.012339,-0.088192,0.069312,0.75918,false
"GLOBAL (all modes, all maps)",pair,"Kenji + Brock",135,0.012943,-0.070828,0.095980,0.75992,false
"GLOBAL (all modes, all maps)",pair,"Damian + Lou",112,0.014583,-0.077666,0.108858,0.76072,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Max",98,-0.015604,-0.116129,0.086166,0.76074,false
"GLOBAL (all modes, all maps)",pair,"Shade + Griff",391,0.007679,-0.041178,0.055916,0.76138,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Dynamike",145,-0.012139,-0.093342,0.065263,0.76174,false
"GLOBAL (all modes, all maps)",pair,"Meg + Edgar",954,0.004838,-0.027219,0.035220,0.76195,false
"GLOBAL (all modes, all maps)",pair,"Melodie + Griff",117,-0.013700,-0.104743,0.074644,0.76263,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Chester",355,0.008062,-0.044316,0.059758,0.76355,false
"GLOBAL (all modes, all maps)",pair,"Clancy + Edgar",82,0.016147,-0.087477,0.123309,0.76371,false
"GLOBAL (all modes, all maps)",pair,"Griff + Tick",265,0.009320,-0.049680,0.068647,0.76384,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Brock",77,-0.016767,-0.128079,0.090174,0.76424,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Berry",100,0.015024,-0.082271,0.115855,0.76443,false
"GLOBAL (all modes, all maps)",pair,"Otis + Surge",471,0.006924,-0.036685,0.050793,0.76467,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Emz",149,0.012079,-0.066362,0.091629,0.76571,false
"GLOBAL (all modes, all maps)",pair,"Stu + Bull",92,0.016077,-0.088082,0.119416,0.76576,false
"GLOBAL (all modes, all maps)",triple,"Meeple + Meg + Griff",60,0.018557,-0.106188,0.139420,0.76713,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Penny",86,-0.016049,-0.124472,0.098113,0.76820,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Otis",369,-0.007694,-0.060493,0.041790,0.76833,false
"GLOBAL (all modes, all maps)",pair,"Gus + Piper",228,-0.010223,-0.078398,0.057196,0.76849,false
"GLOBAL (all modes, all maps)",pair,"Meg + Buzz",94,-0.015006,-0.119751,0.084663,0.76892,false
"GLOBAL (all modes, all maps)",pair,"Sprout + Brock",195,-0.010380,-0.078869,0.057865,0.76939,false
"GLOBAL (all modes, all maps)",pair,"Belle + Piper",215,-0.010069,-0.081834,0.057280,0.77194,false
"GLOBAL (all modes, all maps)",pair,"Max + Leon",322,-0.007948,-0.060704,0.046291,0.77436,false
"GLOBAL (all modes, all maps)",pair,"Moe + Griff",116,0.013370,-0.076656,0.108751,0.77447,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Chuck",65,0.018389,-0.112312,0.140292,0.77501,false
"GLOBAL (all modes, all maps)",pair,"Berry + Colette",90,0.014352,-0.082015,0.113568,0.77688,false
"GLOBAL (all modes, all maps)",pair,"Chester + Ash",68,0.017003,-0.100377,0.132332,0.77741,false
"GLOBAL (all modes, all maps)",pair,"Mina + Mandy",64,0.017914,-0.107523,0.143155,0.77772,false
"GLOBAL (all modes, all maps)",pair,"Lumi + 8-Bit",199,0.010126,-0.058838,0.080814,0.77796,false
"GLOBAL (all modes, all maps)",pair,"Fang + Crow",232,0.009185,-0.055618,0.075898,0.77805,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Stu",722,0.005330,-0.030960,0.043757,0.77927,false
"GLOBAL (all modes, all maps)",pair,"Carl + Leon",104,-0.013252,-0.110943,0.074339,0.77945,false
"GLOBAL (all modes, all maps)",pair,"Berry + 8-Bit",172,-0.010335,-0.079892,0.063210,0.78028,false
"GLOBAL (all modes, all maps)",pair,"Max + Piper",916,0.004627,-0.029002,0.034573,0.78057,false
"GLOBAL (all modes, all maps)",pair,"Lou + Penny",74,0.016360,-0.099629,0.126402,0.78108,false
"GLOBAL (all modes, all maps)",pair,"Griff + Gale",142,-0.011449,-0.096401,0.067047,0.78142,false
"GLOBAL (all modes, all maps)",pair,"Griff + Mortis",809,0.004767,-0.028361,0.037623,0.78202,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Lily",109,0.013201,-0.077445,0.113227,0.78254,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Berry",167,-0.010763,-0.089276,0.063990,0.78315,false
"GLOBAL (all modes, all maps)",pair,"Melodie + Edgar",69,0.016428,-0.112177,0.128978,0.78350,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Starr Nova",236,-0.008852,-0.071899,0.054913,0.78354,false
"GLOBAL (all modes, all maps)",pair,"Damian + Nita",60,0.017672,-0.105759,0.140128,0.78516,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Spike",73,0.016086,-0.099677,0.134065,0.78587,false
"GLOBAL (all modes, all maps)",pair,"Surge + Nita",163,0.010433,-0.067849,0.086648,0.78613,false
"GLOBAL (all modes, all maps)",pair,"Penny + Piper",157,0.011020,-0.067882,0.087764,0.78621,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Chester",119,-0.012399,-0.103910,0.077422,0.78661,false
"GLOBAL (all modes, all maps)",pair,"Mico + Griff",301,-0.007857,-0.063833,0.048812,0.78694,false
"GLOBAL (all modes, all maps)",pair,"Tara + Spike",219,0.009046,-0.055073,0.075370,0.78824,false
"GLOBAL (all modes, all maps)",pair,"Spike + Colt",235,-0.008790,-0.072335,0.053867,0.78890,false
"GLOBAL (all modes, all maps)",pair,"Byron + Tara",78,-0.015963,-0.129276,0.105169,0.78970,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Piper",422,-0.006292,-0.053366,0.041613,0.79035,false
"GLOBAL (all modes, all maps)",pair,"Surge + Sprout",133,0.011213,-0.072272,0.098666,0.79193,false
"GLOBAL (all modes, all maps)",pair,"Fang + Rico",104,-0.012535,-0.109331,0.081323,0.79339,false
"GLOBAL (all modes, all maps)",triple,"Edgar + Crow + Brock",63,0.015575,-0.102606,0.123820,0.79436,false
"GLOBAL (all modes, all maps)",pair,"Mina + Meg",258,-0.007803,-0.067706,0.054013,0.79544,false
"GLOBAL (all modes, all maps)",pair,"Sprout + Leon",67,0.015190,-0.100933,0.135169,0.79833,false
"GLOBAL (all modes, all maps)",pair,"Otis + Byron",154,-0.010022,-0.083362,0.071107,0.80003,false
"GLOBAL (all modes, all maps)",pair,"Bo + Poco",66,0.015639,-0.104473,0.135936,0.80015,false
"GLOBAL (all modes, all maps)",pair,"Leon + Mortis",237,-0.008165,-0.071574,0.051414,0.80015,false
"GLOBAL (all modes, all maps)",pair,"Meg + Piper",320,0.007092,-0.050415,0.060745,0.80040,false
"GLOBAL (all modes, all maps)",pair,"Surge + Bea",74,-0.014599,-0.125326,0.097957,0.80050,false
"GLOBAL (all modes, all maps)",pair,"Alli + Meg",126,0.011001,-0.072397,0.092390,0.80081,false
"GLOBAL (all modes, all maps)",pair,"Max + Bo",197,-0.009181,-0.080921,0.059438,0.80083,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Fang",219,0.008290,-0.055003,0.074165,0.80124,false
"GLOBAL (all modes, all maps)",pair,"Stu + Tara",212,0.008783,-0.061505,0.076362,0.80162,false
"GLOBAL (all modes, all maps)",pair,"Griff + Poco",113,0.011622,-0.080295,0.103725,0.80223,false
"GLOBAL (all modes, all maps)",pair,"Alli + Emz",61,-0.016097,-0.142619,0.111827,0.80313,false
"GLOBAL (all modes, all maps)",pair,"Colette + Crow",366,0.006394,-0.043339,0.057533,0.80422,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Tara",101,-0.012355,-0.110278,0.087257,0.80424,false
"GLOBAL (all modes, all maps)",pair,"Mico + Piper",186,0.009046,-0.061908,0.080039,0.80485,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Mico",217,0.008396,-0.055904,0.076269,0.80508,false
"GLOBAL (all modes, all maps)",pair,"Chuck + Colette",100,0.012047,-0.080623,0.109872,0.80546,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Stu",610,0.004979,-0.034506,0.045049,0.80832,false
"GLOBAL (all modes, all maps)",pair,"Juju + Griff",78,-0.013845,-0.125505,0.097919,0.80859,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Brock",218,0.007951,-0.056955,0.072212,0.81052,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Leon",96,-0.012023,-0.108860,0.084966,0.81081,false
"GLOBAL (all modes, all maps)",pair,"Lily + Spike",70,-0.013775,-0.122378,0.098192,0.81193,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Otis",78,0.013007,-0.093380,0.117123,0.81214,false
"GLOBAL (all modes, all maps)",pair,"Chester + Penny",77,-0.013415,-0.132245,0.095654,0.81426,false
"GLOBAL (all modes, all maps)",pair,"Alli + Tara",61,-0.014953,-0.139807,0.110733,0.81428,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Colette",72,0.013360,-0.099116,0.134678,0.81921,false
"GLOBAL (all modes, all maps)",pair,"Gigi + Piper",81,0.013072,-0.102244,0.123315,0.81960,false
"GLOBAL (all modes, all maps)",pair,"Lily + Piper",94,-0.011709,-0.108077,0.093294,0.81989,false
"GLOBAL (all modes, all maps)",pair,"Otis + Colt",353,0.006110,-0.044624,0.060859,0.82003,false
"GLOBAL (all modes, all maps)",pair,"Shade + Cordelius",98,0.011211,-0.088792,0.107137,0.82072,false
"GLOBAL (all modes, all maps)",pair,"Max + Tara",195,0.008045,-0.063964,0.078706,0.82092,false
"GLOBAL (all modes, all maps)",pair,"Lou + Bo",142,-0.009599,-0.094806,0.076421,0.82156,false
"GLOBAL (all modes, all maps)",pair,"Kit + Piper",121,0.010413,-0.079463,0.099229,0.82199,false
"GLOBAL (all modes, all maps)",pair,"Shade + Rico",251,0.007221,-0.057157,0.072176,0.82324,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Bo",87,0.011671,-0.092141,0.113663,0.82379,false
"GLOBAL (all modes, all maps)",pair,"Stu + Edgar",438,-0.005424,-0.050853,0.043491,0.82487,false
"GLOBAL (all modes, all maps)",pair,"Chuck + Carl",66,0.013017,-0.101362,0.123486,0.82528,false
"GLOBAL (all modes, all maps)",pair,"Piper + Bull",63,-0.014200,-0.145511,0.107957,0.82548,false
"GLOBAL (all modes, all maps)",pair,"Leon + Penny",86,-0.012327,-0.123796,0.100768,0.82602,false
"GLOBAL (all modes, all maps)",pair,"Stu + Byron",138,-0.009392,-0.094183,0.068767,0.82712,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Tara",250,-0.006893,-0.068429,0.056155,0.82727,false
"GLOBAL (all modes, all maps)",pair,"Meg + Sprout",85,0.011875,-0.095032,0.114067,0.82744,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Tara",320,0.006032,-0.050793,0.060641,0.82772,false
"GLOBAL (all modes, all maps)",pair,"Larry & Lawrie + Griff",72,0.012632,-0.105937,0.125542,0.82823,false
"GLOBAL (all modes, all maps)",pair,"Mico + Max",70,0.012502,-0.101367,0.127065,0.82839,false
"GLOBAL (all modes, all maps)",pair,"Lou + Emz",124,0.010013,-0.085942,0.096036,0.82885,false
"GLOBAL (all modes, all maps)",pair,"Meg + Frank",93,0.011172,-0.094082,0.113768,0.82898,false
"GLOBAL (all modes, all maps)",pair,"Surge + Tick",239,-0.006900,-0.068985,0.056675,0.83073,false
"GLOBAL (all modes, all maps)",pair,"Rico + Brock",678,0.003862,-0.032326,0.041305,0.83207,false
"GLOBAL (all modes, all maps)",pair,"Bo + Bull",160,-0.008167,-0.087251,0.068587,0.83216,false
"GLOBAL (all modes, all maps)",pair,"Meg + Emz",606,0.004241,-0.033788,0.043605,0.83249,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Kaze",127,0.009414,-0.073932,0.100356,0.83262,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Belle",71,-0.012476,-0.127119,0.106961,0.83338,false
"GLOBAL (all modes, all maps)",pair,"Fang + Tick",91,0.011083,-0.100344,0.115354,0.83676,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Brock",956,-0.003377,-0.036901,0.027673,0.83681,false
"GLOBAL (all modes, all maps)",pair,"Gray + Mortis",69,0.012435,-0.107606,0.127525,0.83748,false
"GLOBAL (all modes, all maps)",pair,"Charlie + Piper",100,0.009902,-0.082939,0.105361,0.83763,false
"GLOBAL (all modes, all maps)",pair,"Chuck + Piper",94,0.010219,-0.085053,0.109692,0.83855,false
"GLOBAL (all modes, all maps)",pair,"Alli + Chester",60,0.013136,-0.118545,0.141249,0.84169,false
"GLOBAL (all modes, all maps)",pair,"Lily + 8-Bit",111,0.009535,-0.082874,0.104145,0.84276,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Byron",131,0.008636,-0.077766,0.099097,0.84314,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Max",346,0.005367,-0.051795,0.057083,0.84316,false
"GLOBAL (all modes, all maps)",pair,"Griff + Rico",985,-0.003097,-0.033774,0.026523,0.84369,false
"GLOBAL (all modes, all maps)",pair,"Leon + Dynamike",62,-0.013090,-0.138562,0.119140,0.84370,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Sprout",92,0.010744,-0.095207,0.115168,0.84375,false
"GLOBAL (all modes, all maps)",pair,"Griff + Sandy",99,-0.009872,-0.109261,0.094034,0.84402,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Max",626,-0.003787,-0.043744,0.034393,0.84421,false
"GLOBAL (all modes, all maps)",pair,"Damian + Kit",192,0.006888,-0.061992,0.074609,0.84603,false
"GLOBAL (all modes, all maps)",pair,"Otis + Nita",81,0.010546,-0.098277,0.118654,0.84657,false
"GLOBAL (all modes, all maps)",pair,"Clancy + Emz",61,0.012318,-0.116999,0.138996,0.84747,false
"GLOBAL (all modes, all maps)",pair,"Byron + Tick",140,-0.007875,-0.086876,0.072302,0.84802,false
"GLOBAL (all modes, all maps)",pair,"Mortis + Colt",201,-0.006557,-0.076319,0.063131,0.85258,false
"GLOBAL (all modes, all maps)",pair,"Griff + Carl",402,-0.004643,-0.054990,0.043721,0.85306,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + 8-Bit",527,0.004122,-0.039775,0.047625,0.85341,false
"GLOBAL (all modes, all maps)",pair,"Carl + Gene",80,-0.010533,-0.119930,0.104152,0.85362,false
